ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Iipo_Internet,Cuentas_Diarias
4942-Vzzom,No,Masculino,0,Sí,No,64,Sí,Sí,Dsl,Sí,No,No,No,Sí,No,Anual,Yes,Tarjeta De Crédito (Automático),66.15,4392.5,Dsl,2.2
4945-Rvmte,No,Femenino,0,No,No,28,Sí,No,Dsl,No,No,Sí,No,Sí,No,Mensual,Yes,Transferencia Bancaria (Automática),59.55,1646.45,Dsl,1.98
4946-Edsew,Sí,Femenino,0,Sí,Sí,11,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.25,180.3,No,0.64
4947-Dsmxk,No,Masculino,0,Sí,Sí,34,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),97.7,3410.0,Fiber Optic,3.26
4948-Wbbkl,No,Femenino,1,No,No,36,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),74.9,2659.45,Fiber Optic,2.5
4950-Bdeux,No,Masculino,0,No,No,35,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque Electronico,49.2,1701.65,Dsl,1.64
4950-Hkqte,No,Femenino,0,No,No,22,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,26.25,605.9,No,0.88
4951-Ukaaq,Sí,Femenino,0,No,No,4,Sí,Sí,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque Electronico,88.95,355.2,Fiber Optic,2.97
4952-Ysogz,Sí,Femenino,0,Sí,Sí,4,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,85.95,381.3,Fiber Optic,2.86
4955-Vcwbi,No,Femenino,0,Sí,Sí,43,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,20.0,817.95,No,0.67
4957-Sreec,No,Masculino,0,Sí,Sí,70,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),20.35,1458.1,No,0.68
4957-Tialw,No,Femenino,0,No,Sí,15,Sí,No,Dsl,Sí,Sí,Sí,Sí,No,No,Anual,No,Tarjeta De Crédito (Automático),65.6,1010.0,Dsl,2.19
4957-Treir,No,Masculino,0,No,No,3,Sí,No,Dsl,Sí,No,No,Sí,Sí,No,Mensual,Yes,Tarjeta De Crédito (Automático),64.4,195.65,Dsl,2.15
4958-Gzwiy,Sí,Masculino,0,Sí,Sí,7,Sí,No,Dsl,No,No,Sí,No,No,No,Mensual,No,Cheque Electronico,48.7,340.25,Dsl,1.62
4958-Xcbdq,Sí,Masculino,1,No,No,35,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,101.4,3496.3,Fiber Optic,3.38
4959-Josrx,Sí,Femenino,0,Sí,No,2,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),44.6,80.55,Dsl,1.49
4962-Chqpw,No,Masculino,0,No,Sí,29,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.85,535.05,No,0.66
4967-Wpncf,No,Masculino,0,No,No,72,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),63.7,4464.8,Dsl,2.12
4971-Puyqo,Sí,Femenino,0,No,No,27,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Enviado,94.55,2724.6,Fiber Optic,3.15
4973-Mgton,No,Femenino,0,Sí,No,71,Sí,No,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),84.4,5969.3,Dsl,2.81
4973-Rlzvi,No,Femenino,0,No,No,30,Sí,No,Dsl,Sí,Sí,Sí,Sí,Sí,No,Anual,No,Tarjeta De Crédito (Automático),74.65,2308.6,Dsl,2.49
4976-Lnfvv,No,Masculino,1,Sí,No,19,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),34.3,577.15,Dsl,1.14
4979-Hprfl,No,Masculino,0,Sí,Sí,56,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),24.15,1402.25,No,0.8
4980-Urkxc,No,Masculino,0,Sí,No,36,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Transferencia Bancaria (Automática),20.85,720.05,No,0.7
4981-Fltmf,No,Femenino,0,Sí,Sí,57,Sí,Sí,Dsl,Sí,Sí,No,Sí,No,No,Mensual,No,Transferencia Bancaria (Automática),65.2,3687.85,Dsl,2.17
4983-Ccwmc,No,Masculino,0,No,No,3,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,69.6,207.4,Fiber Optic,2.32
4983-Clmlv,No,Femenino,0,Sí,No,52,Sí,Sí,Fibra Optica,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),102.7,5138.1,Fiber Optic,3.42
4986-Mxsfp,No,Femenino,0,No,No,2,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,20.0,40.9,No,0.67
4987-Gqwpo,No,Masculino,0,No,No,17,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),25.1,382.8,Dsl,0.84
4988-Iqigl,Sí,Masculino,1,No,No,1,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,75.35,75.35,Fiber Optic,2.51
4989-Lixvt,No,Masculino,1,No,No,68,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,Sí,Mensual,Yes,Cheque Electronico,95.9,6503.2,Fiber Optic,3.2
4990-Aldgw,No,Masculino,0,No,No,57,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.75,1118.8,No,0.69
4992-Ltjne,No,Masculino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,No,No,No,No,No,Bienal,No,Transferencia Bancaria (Automática),55.3,3983.6,Dsl,1.84
4993-Jcrgj,No,Masculino,0,No,No,26,Sí,Sí,Fibra Optica,No,No,Sí,Sí,No,No,Mensual,Yes,Cheque Enviado,84.3,2281.6,Fiber Optic,2.81
4994-Obrsz,No,Masculino,0,No,Sí,14,Sí,No,Dsl,Sí,Sí,Sí,Sí,No,Sí,Bienal,No,Transferencia Bancaria (Automática),76.1,1054.8,Dsl,2.54
4998-Ikfse,No,Femenino,0,No,No,30,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque Electronico,100.45,3096.9,Fiber Optic,3.35
4999-Iezlt,No,Masculino,0,No,No,66,No,Sin Servicio De Teléfono,Dsl,No,No,No,Sí,No,No,Anual,No,Tarjeta De Crédito (Automático),29.45,1983.15,Dsl,0.98
5002-Gcqfh,No,Masculino,0,Sí,No,49,Sí,Sí,Fibra Optica,Sí,Sí,No,No,Sí,No,Mensual,Yes,Transferencia Bancaria (Automática),93.85,4733.1,Fiber Optic,3.13
5003-Oknnk,No,Femenino,0,Sí,Sí,15,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Tarjeta De Crédito (Automático),20.35,335.95,No,0.68
5003-Xzwwo,No,Masculino,0,Sí,No,71,Sí,Sí,Dsl,No,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),84.2,5956.85,Dsl,2.81
5006-Mxvrn,No,Femenino,0,No,No,39,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),20.7,762.45,No,0.69
5010-Ipeaq,No,Femenino,0,Sí,Sí,67,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Tarjeta De Crédito (Automático),54.2,3623.95,Dsl,1.81
5012-Yspjj,No,Masculino,0,Sí,Sí,31,Sí,No,Dsl,No,No,Sí,Sí,No,No,Mensual,No,Cheque Enviado,54.35,1647.0,Dsl,1.81
5013-Sbuih,Sí,Femenino,0,No,No,50,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Bienal,Yes,Cheque Electronico,109.65,5551.15,Fiber Optic,3.66
5014-Gsouq,No,Masculino,0,No,No,13,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.95,243.65,No,0.66
5014-Wuqmg,No,Masculino,0,Sí,Sí,47,Sí,No,Fibra Optica,Sí,Sí,Sí,No,No,Sí,Anual,Yes,Cheque Electronico,96.1,4391.45,Fiber Optic,3.2
5016-Ettff,Sí,Masculino,0,No,No,10,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,No,No,Mensual,No,Cheque Enviado,29.5,255.25,Dsl,0.98
5016-Iberq,No,Masculino,0,Sí,No,23,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,No,Mensual,No,Cheque Electronico,84.25,1968.1,Fiber Optic,2.81
5016-Lipdw,No,Masculino,0,Sí,Sí,57,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,19.4,1061.6,No,0.65
5018-Gwuro,No,Femenino,0,Sí,No,56,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Transferencia Bancaria (Automática),85.6,4902.8,Fiber Optic,2.85
5018-Hekfo,No,Femenino,0,No,No,10,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,24.5,270.15,No,0.82
5018-Lxqqg,No,Femenino,0,Sí,Sí,30,Sí,No,Dsl,Sí,No,No,Sí,No,Sí,Mensual,No,Transferencia Bancaria (Automática),66.3,1923.5,Dsl,2.21
5019-Gqvcr,No,Masculino,1,No,No,43,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,84.85,3645.6,Fiber Optic,2.83
5020-Zstty,Sí,Femenino,1,No,No,54,Sí,Sí,Dsl,Sí,Sí,No,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),82.45,4350.1,Dsl,2.75
5022-Jnqeq,No,Femenino,0,Sí,Sí,9,Sí,No,Fibra Optica,No,No,No,Sí,No,No,Mensual,Yes,Cheque Electronico,75.85,647.5,Fiber Optic,2.53
5022-Kvdqt,No,Masculino,0,No,No,27,Sí,Sí,Fibra Optica,No,No,Sí,No,No,No,Mensual,Yes,Cheque Electronico,81.3,2272.8,Fiber Optic,2.71
5025-Gooki,No,Femenino,0,No,No,20,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Tarjeta De Crédito (Automático),18.9,347.65,No,0.63
5027-Qpkte,Sí,Masculino,0,Sí,No,7,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,69.35,451.1,Fiber Optic,2.31
5027-Xwqha,Sí,Masculino,0,No,No,6,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Electronico,44.75,270.95,Dsl,1.49
5027-Yocxn,No,Masculino,0,Sí,Sí,51,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Anual,No,Tarjeta De Crédito (Automático),110.05,5686.4,Fiber Optic,3.67
5028-Gzldo,Sí,Masculino,0,No,No,2,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),70.7,140.7,Fiber Optic,2.36
5028-Htljb,Sí,Masculino,1,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.05,20.05,No,0.67
5032-Miykt,No,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Enviado,70.7,70.7,Fiber Optic,2.36
5032-Uspkf,No,Femenino,0,No,No,38,Sí,Sí,Dsl,Sí,Sí,Sí,No,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),84.1,3187.65,Dsl,2.8
5035-Bvcxs,No,Masculino,0,No,No,11,Sí,No,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Cheque Enviado,75.9,866.4,Fiber Optic,2.53
5035-Pgzxh,No,Femenino,0,No,No,56,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Anual,Yes,Cheque Electronico,106.8,5914.4,Fiber Optic,3.56
5038-Etmlm,No,Femenino,0,Sí,No,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),113.65,8182.75,Fiber Optic,3.79
5039-Lzrqt,No,Femenino,0,No,No,13,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,20.2,273.25,No,0.67
5043-Trzwm,No,Femenino,0,No,No,1,Sí,No,Fibra Optica,No,No,Sí,No,No,No,Mensual,No,Cheque Electronico,75.55,75.55,Fiber Optic,2.52
5044-Lrqaq,No,Femenino,0,Sí,No,7,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),69.2,477.55,Fiber Optic,2.31
5044-Xdpyx,No,Femenino,0,Sí,No,51,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,25.5,1281.25,No,0.85
5046-Nuhwd,No,Femenino,1,Sí,No,29,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,No,No,Sí,Mensual,Yes,Cheque Electronico,45.0,1228.65,Dsl,1.5
5047-Lhvly,Sí,Masculino,1,No,Sí,1,Sí,No,Dsl,No,No,Sí,No,No,No,Mensual,Yes,Cheque Enviado,50.15,50.15,Dsl,1.67
5049-Glyvg,Sí,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.6,20.6,No,0.69
5049-Mubwg,No,Masculino,0,No,No,26,Sí,No,Dsl,Sí,No,No,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),75.0,1908.35,Dsl,2.5
5052-Pnlos,Sí,Masculino,0,No,No,3,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),105.35,323.25,Fiber Optic,3.51
5054-Iexzt,Sí,Masculino,0,No,Sí,1,Sí,No,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Cheque Electronico,75.35,75.35,Fiber Optic,2.51
5055-Brmne,No,Femenino,0,Sí,Sí,67,Sí,Sí,Fibra Optica,Sí,No,No,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),106.7,7009.5,Fiber Optic,3.56
5055-Mgmgf,No,Femenino,0,Sí,No,65,Sí,Sí,Fibra Optica,Sí,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,105.05,6914.95,Fiber Optic,3.5
5056-Fimpt,No,Femenino,0,No,Sí,43,Sí,No,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),106.0,4532.3,Fiber Optic,3.53
5057-Lcoui,Sí,Femenino,0,No,No,39,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,50.75,2011.4,Dsl,1.69
5057-Rkglh,No,Femenino,0,Sí,Sí,9,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.35,191.1,No,0.68
5060-Tquqn,No,Masculino,0,Sí,Sí,30,Sí,Sí,Fibra Optica,No,Sí,No,Sí,No,No,Mensual,Yes,Transferencia Bancaria (Automática),83.55,2570.2,Fiber Optic,2.78
5061-Pbxfw,No,Femenino,0,Sí,Sí,32,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Mensual,No,Transferencia Bancaria (Automática),61.4,1864.65,Dsl,2.05
5062-Cjjkh,No,Masculino,0,Sí,Sí,25,Sí,No,Dsl,No,Sí,Sí,No,No,No,Anual,No,Cheque Enviado,53.65,1355.45,Dsl,1.79
5063-Iuokk,No,Masculino,0,No,No,13,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.75,265.75,No,0.66
5066-Gfjmm,No,Femenino,0,Sí,No,3,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.9,45.75,No,0.66
5067-Dgxll,No,Masculino,0,No,No,2,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.25,36.8,No,0.68
5067-Wjeun,No,Masculino,0,Sí,Sí,67,Sí,No,Dsl,Sí,Sí,No,No,No,No,Bienal,Yes,Transferencia Bancaria (Automática),54.2,3838.2,Dsl,1.81
5067-Xjqfu,No,Masculino,1,Sí,Sí,66,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque Electronico,108.45,7076.35,Fiber Optic,3.62
5071-Fbjfs,No,Femenino,0,Sí,Sí,4,Sí,No,Dsl,Sí,No,No,No,No,No,Mensual,No,Cheque Electronico,50.3,217.1,Dsl,1.68
5073-Rzgbk,No,Femenino,0,Sí,Sí,50,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Transferencia Bancaria (Automática),80.05,4042.2,Dsl,2.67
5073-Wxoyn,Sí,Femenino,0,No,No,60,No,Sin Servicio De Teléfono,Dsl,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,50.8,3027.4,Dsl,1.69
5074-Fbghb,No,Masculino,0,No,No,64,Sí,Sí,Fibra Optica,No,No,Sí,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),104.65,6889.8,Fiber Optic,3.49
5075-Jsdki,No,Femenino,0,No,No,59,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Electronico,24.45,1493.1,No,0.82
5076-Yvxcm,No,Masculino,0,No,No,51,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,No,Transferencia Bancaria (Automática),83.4,4149.45,Fiber Optic,2.78
5077-Dxtcg,Sí,Femenino,0,No,No,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,45.3,45.3,Dsl,1.51
5081-Nwsup,No,Femenino,0,No,No,10,Sí,No,Dsl,No,Sí,No,Sí,No,Sí,Anual,No,Cheque Enviado,64.9,685.55,Dsl,2.16
5084-Oovcj,No,Femenino,0,Sí,Sí,17,Sí,No,Dsl,Sí,No,No,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),55.35,920.5,Dsl,1.84
5087-Suurx,Sí,Femenino,0,Sí,No,18,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque Electronico,39.05,669.85,Dsl,1.3
5088-Qzlrl,No,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Electronico,20.65,20.65,No,0.69
5089-Ifsdp,Sí,Femenino,0,Sí,No,58,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),109.45,6144.55,Fiber Optic,3.65
5090-Emgtc,No,Femenino,0,Sí,No,59,Sí,No,Fibra Optica,No,Sí,No,Sí,Sí,Sí,Bienal,Yes,Cheque Enviado,100.05,6034.85,Fiber Optic,3.34
5091-Hfazw,No,Femenino,0,No,No,2,Sí,No,Fibra Optica,Sí,Sí,No,No,Sí,No,Mensual,Yes,Cheque Electronico,91.15,168.5,Fiber Optic,3.04
5092-Stpkp,No,Femenino,0,No,No,24,Sí,No,Dsl,Sí,No,No,Sí,No,No,Mensual,No,Tarjeta De Crédito (Automático),56.35,1381.2,Dsl,1.88
5093-Feglu,No,Femenino,0,Sí,No,47,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),19.65,921.55,No,0.65
5095-Aeskg,Sí,Femenino,0,Sí,No,3,Sí,Sí,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),91.5,242.95,Fiber Optic,3.05
5095-Etbrj,No,Femenino,0,Sí,No,55,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Bienal,No,Cheque Enviado,56.8,3112.05,Dsl,1.89
5099-Bailx,Sí,Masculino,1,Sí,Sí,43,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),110.75,4687.9,Fiber Optic,3.69
5103-Mhmhy,Sí,Femenino,0,No,Sí,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Enviado,45.95,45.95,Dsl,1.53
5108-Adxwo,Sí,Masculino,0,No,No,11,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,73.5,791.75,Fiber Optic,2.45
5110-Chopy,No,Femenino,0,No,No,60,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,No,Sí,Sí,Bienal,No,Cheque Electronico,53.6,3237.05,Dsl,1.79
5115-Gzdel,No,Masculino,0,No,Sí,72,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),67.2,4671.7,Dsl,2.24
5115-Sqaau,No,Femenino,0,Sí,Sí,69,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),25.6,1673.4,No,0.85
5117-Ifgps,No,Masculino,1,Sí,No,29,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,84.3,2357.75,Fiber Optic,2.81
5117-Zsmhq,No,Femenino,0,Sí,Sí,71,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia Bancaria (Automática),89.9,6342.7,Dsl,3.0
5118-Mueyh,No,Femenino,0,Sí,No,48,Sí,Sí,Fibra Optica,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),105.1,5083.55,Fiber Optic,3.5
5119-Kepfy,No,Masculino,0,Sí,No,36,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Transferencia Bancaria (Automática),95.0,3440.25,Fiber Optic,3.17
5119-Nzptv,No,Masculino,1,Sí,No,2,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,70.1,141.65,Fiber Optic,2.34
5120-Zblai,No,Femenino,0,Sí,No,50,Sí,Sí,Dsl,No,No,Sí,No,Sí,Sí,Anual,No,Transferencia Bancaria (Automática),75.7,3876.2,Dsl,2.52
5122-Cyfxa,No,Femenino,0,No,No,3,Sí,No,Dsl,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,75.3,244.1,Dsl,2.51
5124-Eogye,No,Masculino,0,No,No,31,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.45,638.55,No,0.68
5125-Cndsp,No,Masculino,0,No,Sí,63,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,No,Sí,No,No,Anual,Yes,Transferencia Bancaria (Automática),40.6,2588.95,Dsl,1.35
5126-Rcxyw,No,Masculino,0,Sí,Sí,54,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,Sí,No,Sí,Bienal,No,Tarjeta De Crédito (Automático),46.0,2424.05,Dsl,1.53
5127-Bzenz,No,Femenino,0,Sí,Sí,56,Sí,Sí,Dsl,Sí,No,No,No,Sí,No,Anual,No,Transferencia Bancaria (Automática),65.2,3512.15,Dsl,2.17
5129-Hhmzc,No,Femenino,0,Sí,No,43,Sí,Sí,Dsl,Sí,Sí,No,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),86.45,3574.5,Dsl,2.88
5129-Jlpis,No,Masculino,0,No,No,25,Sí,No,Fibra Optica,Sí,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,105.5,2686.05,Fiber Optic,3.52
